fips,votes,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Unemployment_rate,POP_ESTIMATE,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc,PerCapitaInc,PovertyUnder18Pct,PovertyAllAgesPct,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
2013,212930,15.639,42.043,30.373,11.945,6.2,3346,0,0,190,42,0,0,0,0,0,0,42,2,0,193,0,0,0,63991,31025,13.5,14.8,4.52749924,6.188118812,3141,747,15009.86,8027.92,6981.94,0.4,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,63.63717872,0
2016,212930,12.521,40.308,31.471,15.699,5.8,5818,0,0,202,56,0,0,0,14,19,0,0,20,0,177,1,0,0,78151,35083,8.2,8,2.543290043,2.033898305,5561,1929,14116.44,9726.16,4390.28,1.3,0.4,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,36.59848745,0
2020,212930,6.715,23.955,35.032,34.298,6,298018,0,13,165,200,0,0,1,47,47,3,38,69,16,68,22,6,0,83959,37864,10.2,7.2,3.560924334,4.642150619,291826,113032,1961,256.32,1704.68,171.2,66.3,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.714487044,0
2050,212930,19.099,45.407,24.077,11.417,15,17951,0,0,549,167,0,0,0,2,10,0,0,11,0,306,11,1,0,46634,18231,33.8,25.5,9.11759627,10.9000161,17013,5919,45504.21,4934.2,40570,0.4,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,11.86173472,0
2060,212930,7.396,34.823,38.675,19.106,8.9,904,0,0,347,6,0,0,0,0,0,0,6,1,0,227,0,0,0,68026,41420,14.2,11.4,4.112554113,5.069124424,997,969,887.56,383.72,503.84,2,1.9,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,235.5420354,0
2068,212930,3.792,23.353,34.331,38.523,13.7,1931,0,0,122,169,0,0,0,0,44,0,52,47,0,101,18,0,0,72378,38337,8.5,6.3,5.808325266,4.178272981,1826,1771,12776.92,25.51,12751.41,0.1,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,110.2692905,0
2070,212930,13.208,36.863,32.365,17.564,10.6,4993,0,0,442,181,0,0,0,17,9,0,16,11,0,281,21,50,0,52250,23520,31.9,19.6,6.895854398,9.673286355,4847,2427,20915.21,2346.43,18568.78,0.3,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,42.64570399,0
2090,212930,5.608,22.193,38.827,33.373,6.4,99643,0,2,87,190,0,0,1,53,46,0,41,54,4,68,18,4,0,73427,34182,9.9,8.5,3.897904095,5.469956992,97581,41783,7443.69,105.48,7338.21,13.3,5.7,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,2.136928836,0
2100,212930,4.548,25.663,29.345,40.444,10,2516,0,41,147,196,0,0,0,59,32,0,32,79,0,85,24,0,0,53471,32673,16.8,10.3,2.307998408,2.422907489,2508,1631,2725.5,406.9,2318.6,1.1,0.7,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,84.63036566,0
2105,212930,9.436,33.882,32.426,24.256,15.1,2159,0,0,209,101,0,0,0,9,36,0,0,41,0,137,53,0,0,53884,31451,35.4,19.1,4.65337132,12.53196931,2150,1771,10914.15,3389.24,7524.91,0.3,0.2,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,98.62436313,0
2110,212930,4.375,21.195,34.996,39.434,5.6,32612,0,1,126,153,0,0,4,75,54,0,24,67,4,36,20,3,0,82011,40592,9.9,7.4,3.744624753,7.385229541,31275,13055,3253.89,551.96,2701.93,11.6,4.8,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,6.529191709,0
2122,212930,7.269,32.189,36.861,23.681,9.5,58067,0,0,116,201,0,0,1,52,52,0,28,55,12,90,27,4,0,68501,32556,16.2,12,4.524380496,5.078184302,55400,30578,24752.32,8676.99,16075.33,3.4,1.9,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,3.666970913,0
2130,212930,7.966,31.746,36.519,23.77,8.6,13680,0,0,136,189,0,0,0,64,54,0,15,56,35,22,48,5,0,67125,32694,12.9,9.2,4.88527017,6.977513228,13477,6166,6653.56,1795.15,4858.41,2.8,1.3,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,15.56505848,0
2150,212930,9.335,27.273,38.542,24.85,7.4,13753,0,0,176,107,2,0,0,42,32,0,16,34,10,118,15,5,0,74683,32066,9.3,7.3,2.620568157,2.674672489,13592,5303,12021.83,5472.25,6549.58,2.1,0.8,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,15.48244019,0
2158,212930,21.574,52.213,21.415,4.797,21.1,8200,0,3,598,161,3,1,9,66,9,5,40,32,11,29,11,3,0,34341,11701,45.4,37.8,14.24440533,15.79277865,143259.0762,371763,1349.553029,111.1759275,1238.377153,1618.250221,683.9771784,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,25.96707317,0
2164,212930,13.653,42.515,31.377,12.455,15,1595,0,0,700,0,0,0,0,0,0,0,0,3,0,703,0,0,0,44310,22684,32.7,20.9,8.279800143,13.84976526,1631,1502,32922.5,9270.49,23652.01,0.1,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,133.4984326,0
2170,212930,7.598,31.838,39.977,20.588,9.2,101064,0,0,76,198,0,0,0,49,60,0,38,63,7,84,12,7,0,71793,30078,10.2,9.5,4.413771712,4.530830084,88995,41329,25257.61,649.71,24607.9,3.6,1.7,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,2.106882767,0
2180,212930,15.076,43.082,27.932,13.91,12.3,9869,0,0,195,402,0,0,0,240,12,0,3,16,0,20,28,20,0,55974,20033,30.6,24,11.25,13.55421687,9492,4008,28277.62,5315.86,22961.76,0.4,0.2,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,21.5756409,0
2185,212930,11.633,37.844,36.341,14.182,7.6,9780,0,0,35,132,0,0,0,84,11,0,0,13,0,5,44,0,0,74998,49982,14.8,11.9,5.751702462,9.925864909,9430,2500,94796.28,6100.87,88695.41,0.1,0,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,21.77198364,0
2188,212930,20.881,44.953,23.404,10.762,15.5,7752,0,0,63,439,0,0,0,55,8,0,17,12,0,7,30,0,0,53692,21028,36.6,27.8,9.492013616,11.42643764,7523,2707,40748.94,5176.35,35572.58,0.2,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,27.46775026,0
2195,212930,7.612,33.712,33.664,25.012,8.4,3263,0,0,51,245,0,0,0,132,28,0,9,37,0,67,39,9,0,60540,34788,13,8.4,4.390397979,4.696132597,3815,1994,5684.07,2402.08,3281.98,1.2,0.6,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,65.25589948,0
2198,212930,9.48,39.121,35.607,15.792,12.4,6505,0,0,161,199,0,0,0,26,31,0,25,35,18,67,52,14,0,48888,25564,25.2,17.5,5.2205649,5.348679756,5559,2992,7683.28,3760.41,3922.87,1.4,0.8,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,32.73328209,0
2201,212930,10.89843926,26.96689691,26.83146122,35.3031131,7.948948942,981942.5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67519.62123,33403.7874,15.28254426,11.57308364,5.532847701,7.552867495,143259.0762,371763,1349.553029,111.1759275,1238.377153,1618.250221,683.9771784,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.216845689,0
2220,212930,7.354,25.683,34.609,32.354,6.1,8786,0,0,137,194,0,0,0,111,38,0,18,45,3,61,31,9,0,72795,35655,9.4,7.9,4.51187635,4.586693548,8881,4102,4811.43,1941.09,2870.34,3.1,1.4,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,24.23514682,0
2230,212930,3.47,24.907,37.918,33.705,16.2,1086,0,0,258,69,0,0,0,67,79,0,2,80,0,1,0,0,0,65112,39412,9.2,4.4,2.279484638,1.550387597,968,636,464.04,11.71,452.32,2.1,1.4,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,196.06814,0
2232,212930,10.89843926,26.96689691,26.83146122,35.3031131,7.948948942,981942.5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67519.62123,33403.7874,15.28254426,11.57308364,5.532847701,7.552867495,143259.0762,371763,1349.553029,111.1759275,1238.377153,1618.250221,683.9771784,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.216845689,0
2240,212930,9.255,33.415,38.131,19.199,12.4,6807,0,0,104,170,0,0,0,25,57,0,60,61,0,39,28,19,0,59412,30757,16.9,11.8,9.064581523,13.85869565,7029,3915,25059.46,290.66,24768.81,0.3,0.2,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,31.28103423,0
2261,212930,7.215,27.326,35.371,30.088,9.9,9327,0,0,124,217,0,0,0,66,47,0,29,48,0,125,26,4,0,69755,35457,11.3,9.2,4.852612536,1.765225066,9636,6102,40340.17,6100.29,34239.88,0.3,0.2,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,22.82941996,0
2270,212930,10.89843926,26.96689691,26.83146122,35.3031131,7.948948942,981942.5099,0,0,1400,123,0,0,0,0,0,0,0,4,0,163,45,0,0,67519.62123,33403.7874,15.28254426,11.57308364,5.532847701,7.552867495,7459,2183,19672.95,2591.52,17081.43,0.4,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.216845689,0
2275,212930,11.885,34.295,33.56,20.26,7.5,2456,0,0,253,196,0,0,0,77,46,0,0,63,0,16,96,22,0,56747,29782,18.4,11.5,4.699958036,7.676767677,2369,1428,3462.06,920.57,2541.48,0.9,0.6,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,86.69788274,0
2280,212930,10.89843926,26.96689691,26.83146122,35.3031131,7.948948942,981942.5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67519.62123,33403.7874,15.28254426,11.57308364,5.532847701,7.552867495,143259.0762,371763,1349.553029,111.1759275,1238.377153,1618.250221,683.9771784,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.216845689,0
2282,212930,5.543,40.798,33.925,19.734,10.6,635,0,0,151,80,0,0,0,0,86,0,0,90,0,4,80,0,0,57687,31084,31.7,16.8,4.79876161,7.638888889,662,450,9462.87,1813.41,7649.46,0.1,0.1,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,335.3228346,0
2290,212930,17.114,39.932,30.698,12.256,18.4,5463,0,0,535,413,0,0,0,386,0,0,0,15,0,48,9,0,0,37906,20812,28.1,23,11.76682909,15.53524804,5588,4038,147804.63,2299.84,145504.79,0,0,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,38.9767527,0
46113,3110,10.89843926,26.96689691,26.83146122,35.3031131,7.948948942,981942.5099,0,0,282,140,0,0,0,95,0,0,9,13,0,38,10,0,0,67519.62123,33403.7874,15.28254426,11.57308364,5.532847701,7.552867495,13586,3593,2096.65,2.75,2093.9,6.5,1.7,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.003167192,1
51515,2752,10.89843926,26.96689691,26.83146122,35.3031131,7.948948942,981942.5099,0,0,0,721,0,0,0,237,53,0,289,54,51,137,6,0,0,67519.62123,33403.7874,15.28254426,11.57308364,5.532847701,7.552867495,6222,2920,6.9,0.02,6.88,904.6,424.5,973194.6817,0.056480105,0.058521159,0.058521159,0.065501167,0.06878918,0.066659796,0.064637466,0.060594185,0.061830185,0.067098031,0.073298621,0.071315894,0.061586572,0.051162129,0.035778654,0.025030872,0.018607655,0.02132193,0.495811477,0.504188523,0.400719897,0.415174502,0.040327087,0.042566478,0.004231327,0.004164357,0.027522803,0.030023669,0.000749908,0.000731028,0.011286846,0.011528489,0.840879155,0.085889665,0.008666465,0.001550964,0.023661191,0.002802608,0
55001,10180,12.696,42.906,31.733,12.665,11.8,20032,0,0,162,112,0,0,0,95,13,0,0,13,4,0,13,0,0,42390,23668,25.2,13.9,4.078954276,7.355932203,20875,17436,688.55,42.91,645.65,32.3,27,20148,0.036231884,0.039954338,0.039954338,0.042882668,0.041691483,0.044222752,0.051121699,0.046307326,0.052362517,0.058814771,0.078469327,0.089537423,0.094252531,0.093210244,0.078171531,0.052908477,0.030623387,0.025263053,0.532906492,0.467093508,0.488286679,0.451111773,0.027992853,0.002977963,0.006601151,0.004665475,0.002779432,0.00238237,0.000446694,0.000148898,0.006799682,0.005807028,0.906682635,0.029892216,0.010874251,0.00057485,0.012167665,0.508186901,1
55003,8203,8.359,34.862,34.566,22.213,10.2,15805,0,0,612,293,0,0,0,265,16,0,5,20,3,4,10,3,0,41949,22270,21.9,14.5,5.727391874,9.866742274,16157,9656,2292.38,1247.34,1045.04,15.5,9.2,15843,0.060973301,0.064255507,0.064255507,0.068295146,0.063245597,0.053398977,0.057627974,0.055734394,0.048349429,0.060215868,0.075869469,0.078520482,0.074922679,0.058511646,0.044814745,0.029792337,0.021018746,0.024679669,0.504197437,0.495802563,0.422962823,0.415136022,0.003471565,0.002651013,0.059458436,0.057438616,0.001830461,0.002714132,0.000252477,0.000126239,0.016221675,0.01773654,0.82181098,0.00600359,0.11462524,0.000371356,0.033298261,0.519012971,1
